연번,시군명,시설명,주소
1688,통영시,좌진,광도면 좌진포길 31-31
1689,통영시,주영더팰리스2차,광도면 죽림3로 5(주영더팰리스2차)
1690,통영시,주영더팰리스3차,광도면 죽림3로 14(주영더팰리스3차)
1691,통영시,주영더팰리스4차,"광도면 신죽2길 112(주영더팰리스4차,경로당)"
1692,통영시,주영더팰리스5차아파트,광도면 죽림5로 56 502동 1층
1693,통영시,주영안정빌라,광도면 안정로 736 (주영안정빌라)
1694,통영시,죽림,광도면 홀리1길 69
1695,통영시,죽림빌라,광도면 죽림2로 14-7(대우죽림빌라)
1696,통영시,죽림신우희가로아파트,광도면 죽림해안로10 (죽림신우희가로아파트)
1697,통영시,죽림주공아파트,광도면 죽림1로 17-18(죽림주공아파트)
1698,통영시,죽림푸르지오1차,광도면 죽림1로41-42(통영죽림1차푸르지오)
1699,통영시,죽림푸르지오2차,광도면 죽림2로76-58(죽림2차푸르지오아파트)
1700,통영시,죽림푸르지오3차,광도면 죽림2로 31(죽림3차푸르지오아파트)
1701,통영시,창포,광도면 덕포로 292
1702,통영시,천개,광도면 우동1길 203
1703,통영시,춘원,광도면 안정로 1028-70
1704,통영시,통영안정LH아파트,광도면 벽방2길 76
1705,통영시,한선파라디움,광도면 죽림1로 41-23(한선파라디움)
1706,통영시,한선파라빌리지,광도면 죽림1로 41-55(한선파라빌리지)
1707,통영시,한선파라타운,광도면 죽림1로41-14(한선파라타운)
1708,통영시,향교,광도면 향교길 61-22
1709,통영시,현대성우오스타1단지,광도면 안정1길 53(통영현대성우오스타)
1710,통영시,현대성우오스타2단지,광도면 안정1길 55(통영현대성우오스타2단지)
1711,통영시,호암,광도면 호암2길 190
1712,통영시,홀리,광도면 홀리2길 3
1713,통영시,남구,욕지면 두미남부길 104
1714,통영시,노대,욕지면 상리길 38
1715,통영시,동촌,욕지면 욕지일주로 95-22
1716,통영시,목과,욕지면 목과길 15-12
1717,통영시,북구,욕지면 학리길 44-9
1718,통영시,서산리,욕지면 덕동길 24
1719,통영시,서촌,욕지면 욕지일주로 81
1720,통영시,연화,욕지면 본촌길 9
1721,통영시,옥동,욕지면 욕지일주로 1646-7
1722,통영시,욕지,욕지면 중촌길 181-1
1723,통영시,우도,욕지면 우도길 103-3
1724,통영시,유동,욕지면 유동길 108
1725,통영시,자부,욕지면 욕지일주로 167
1726,통영시,중촌,욕지면 중촌길 147-8
1727,통영시,탄항,욕지면 탄항길 15
1728,통영시,하리,욕지면 하노대길 30
1729,통영시,곡용포,한산면 곡룡포길 48
1730,통영시,관암,한산면 관암길 25
1731,통영시,내항,한산면 내항길 1
1732,통영시,당금,한산면 당금길 18-24
1733,통영시,대고포,한산면 대고포길 35-4
1734,통영시,대촌,한산면 대촌길 1
1735,통영시,대항,한산면 매물도대항길 49
1736,통영시,동좌,한산면 동좌리길 86
1737,통영시,문어포,한산면 문어포길 358
1738,통영시,봉암,한산면 봉암1길 167
1739,통영시,비산도,한산면 비산길 22-21
1740,통영시,서좌,한산면 서좌리길 80
1741,통영시,소고포,한산면 한산일주로 370
1742,통영시,신거,한산면 신거길 87-17
1743,통영시,야소,한산면 한산일주로 898
1744,통영시,여차,한산면 여차길 355
1745,통영시,예곡,한산면 예곡길 1
1746,통영시,외항,한산면 외항길 48-22
1747,통영시,용초,한산면 용초 1길 125
1748,통영시,의암,한산면 한산일주로 1034
1749,통영시,의항,한산면 두억로 330
1750,통영시,입정포,한산면 입정포길 18
1751,통영시,장곡,한산면 장곡길 29-12
1752,통영시,죽도,한산면 죽도길 26-23
1753,통영시,창동,한산면 창동길 35-1
1754,통영시,추원,한산면 추봉로 276
1755,통영시,하포,한산면 한산일주로 1214
1756,통영시,호두,한산면 호두2길 59-21
1757,통영시,내지,사량면 내지길 2
1758,통영시,능양,사량면 능양아랫길 25-47
1759,통영시,답포,사량면 술미길 33
1760,통영시,대항,사량면 대항길 64-6
1761,통영시,덕동,사량면 하도일주로 42-99
1762,통영시,돈지,사량면 상도일주로 927
1763,통영시,먹방,사량면 하도일주로 1281
1764,통영시,백학,사량면 백학길 3
1765,통영시,사금,사량면 사금길 53-7
1766,통영시,수우,사량면 수우도길 4-6
1767,통영시,옥동,사량면 옥동길 42
1768,통영시,외지,사량면 외지길 6
1769,통영시,읍포,사량면 읍포2길 33
1770,통영시,진촌,사량면 진촌2길 45
1771,통영시,통포,사량면 백학길 373
1772,통영시,당동,통영해안로 81(당동)
1773,통영시,도리골,도리1길 68(도천동)
1774,통영시,도천,중앙로 12-7(도천동)
1775,통영시,동백,"여황로 165-14(도천동,도천아파트)"
1776,통영시,만복2차,"중앙로 34(도천동,만복도천비치맨션2차)"
1777,통영시,민양,민양길 142(인평동)
1778,통영시,상촌,한실7길 151(인평동)
1779,통영시,신한토탈아파트,도천상가안길 73(도천동)
1780,통영시,영생비치2차맨션,"도천상가안길 9(도천동,영생비치2차아파트)"
1781,통영시,우포,평인일주로 529 (평림동)
1782,통영시,인평주공아파트,"평인일주로 82(인평동,충무인평주공아파트)"
1783,통영시,태평,천대국치길 207(인평동)
1784,통영시,한실,평인일주로 34(인평동)
1785,통영시,대평,평인일주로 858-47 (평림동) 
1786,통영시,명정,충렬4길 6-1(명정동) 
1787,통영시,서호,가죽고랑3길 10-68 (서호동) 
1788,통영시,소포,작은개길 16-12(평림동)
1789,통영시,약샘,명정5길 28-10(명정동)
1790,통영시,근화,중앙로 152 중앙상가 3층 3A4호(중앙동)
1791,통영시,문화(중앙),서문로 19 (문화동)
1792,통영시,주영라이프,"비석1길 49(태평동,주영라이프)"
1793,통영시,태평,동문로 26-4(태평동)
1794,통영시,항남,동충3길 41 (항남동)
1795,통영시,동원로얄듀크,"비석1길 28 (정량동, 동원로얄듀크)"
1796,통영시,동원비취맨션,"동호안길 86 (동호동, 동원비취맨션)"
1797,통영시,동호,해송정2길 21(동호동)
1798,통영시,매화,항북길 54-28(동호동)
1799,통영시,삼성타워,"통영해안로 398(정량동,삼성타워)"
1800,통영시,삼익,"항북길 12-27(정량동,삼익비치맨션)"
1801,통영시,정동,동문3길 29(정량동)
1802,통영시,정량,망일길 30(정량동)
1803,통영시,광우그랜드,"여황로 404-26(북신동,광우그랜드맨션)"
1804,통영시,광우로얄,"북문2길 12 경로당(북신동, 광우로얄맨션)"
1805,통영시,땅골,세병로 79-16(북신동)
1806,통영시,북문,북문1길 21-2 (북신동)
1807,통영시,북신,북신시장1길 48-3(북신동)
1808,통영시,진우마리나,"원문로 11, 103동 2층(북신동, 진우마리나타운)"
1809,통영시,통영해모로오션힐아파트,"북신로 22, 116동 경로당 (북신동, 통영해모로오션힐아파트)"
1810,통영시,한빛,"원문로 35(북신동, 일성한빛타운)"
1811,통영시,해미당,해미당5길 18 (북신동)
1812,통영시,무전,안개3길 36(무전동)
1813,통영시,무전희가로아파트,"무전대로 12-50, 102동 1층 경로당(무전동, 무전희가로아파트)"
1814,통영시,미나리,미나리4길 3(무전동)
1815,통영시,장대,장대길 41 (무전동)
1816,통영시,한진로즈힐비치,"무전1길 23(무전동,한진로즈힐비치1차)"
1817,통영시,대우공원아파트,"선금산2길 28(미수동, 대우공원아파트)"
1818,통영시,동신1차아파트,"미수해안로 54-21(미수동, 동신아파트)"
1819,통영시,동신2차아파트,"미수해안로 52(미수동, 동신2차아파트)"
1820,통영시,미수1,미수로 95(미수동)
1821,통영시,미수운하,운하2길 31(미수동)
1822,통영시,미수주공아파트,"미우지5길 35(미수동, 주공아파트)"
1823,통영시,미수휴먼시아,"미우지해안로 107(미수동, 미수휴먼시아)"
1824,통영시,서광빌라,"선금산2길 18(미수동, 서광빌라 가동 2층)"
1825,통영시,신우파라다이스,"미우지해안로 17 (미수동, 신우파라다이스)"
1826,통영시,장원썬비치,진남2길 43-10(미수동)
1827,통영시,현대아파트,"미수해안로 36(미수동, 현대아파트)"
1828,통영시,남포,도남로 300(도남동)
1829,통영시,도남,데메3길 37-30(도남동)
1830,통영시,봉수골,봉수돌샘길 43-5(봉평동)
1831,통영시,봉평,서송정2길 25(봉평동)
1832,통영시,봉평아파트,"봉수로 86(봉평동,봉평아파트)"
1833,통영시,성원1차아파트,"서송정길 6, 2동 103호(도남동, 통영성원아파트)"
1834,통영시,해평,해평6길 12 (봉평동)
1835,사천시,선인1리경로당,경상남도 사천시 사천읍 서재농청길 73-9 2층
1836,사천시,선인2리경로당,경상남도 사천시 사천읍 동구밖길 37-3 2층
1837,사천시,선인3리경로당,"경상남도 사천시 사천읍 읍내로 98, 가동 4호(신진아파트)"
1838,사천시,대경아파트경로당,경상남도 사천시 사천읍 서당길 1-5
1839,사천시,대경파미르경로당,경상남도 사천시 사천읍 사천향교로 13
1840,사천시,정의1리경로당,"경상남도 사천시 사천읍 시장1길 16-9, 2층"
1841,사천시,수양경로당,경상남도 사천시 사천읍 정의길 82
1842,사천시,정의3리경로당,경상남도 사천시 사천읍 수양로 99-19
1843,사천시,정의5리경로당,경상남도 사천시 사천읍 수양로 129
1844,사천시,평화1리경로당,경상남도 사천시 사천읍 평화길 19
1845,사천시,평화2리경로당,경상남도 사천시 사천읍 평화2길 69
1846,사천시,평화3리경로당,경상남도 사천시 사천읍 선평길 11-18(신진타워맨션)
1847,사천시,수석1리경로당,경상남도 사천시 사천읍 수석1길 25
1848,사천시,수석2리경로당,"경상남도 사천시 사천읍 사천대로 1902, 2층"
1849,사천시,수석3리경로당,경상남도 사천시 사천읍 시장1길 5-23
1850,사천시,청심경로당,경상남도 사천시 사천읍 청심길 19
1851,사천시,수석6리경로당,경상남도 사천시 사천읍 중선1길 5
1852,사천시,수석7리경로당,경상남도 사천시 사천읍 구암두문로 41-14 (효성아파트)
1853,사천시,사주리경로당,경상남도 사천시 사천읍 사주길 36-7
1854,사천시,용당1리경로당,경상남도 사천시 사천읍 용당길 57
1855,사천시,용당2리경로당,경상남도 사천시 사천읍 용당길 162
1856,사천시,구암1리경로당,경상남도 사천시 사천읍 구암1길 23
1857,사천시,구암2리경로당,경상남도 사천시 사천읍 백산길 19-6
1858,사천시,구암3리경로당,경상남도 사천시 사천읍 토촌길 21
1859,사천시,이안애아파트경로당,경상남도 사천시 사천읍 구암두문로 254-9(원광이안애) 
1860,사천시,장전1리경로당,경상남도 사천시 사천읍 구암두문로 585
1861,사천시,장전2리경로당,"경상남도 사천시 사천읍 장전2길 138, 2층"
1862,사천시,금곡경로당,경상남도 사천시 사천읍 거무실안길 3
1863,사천시,두량1리경로당,경상남도 사천시 사천읍 웅동안길 13-4
1864,사천시,두량2리경로당,경상남도 사천시 사천읍 관율길 12
1865,사천시,두량3리경로당,"경상남도 사천시 사천읍 둔암길 161, 2층"
1866,사천시,두량5리경로당,경상남도 사천시 사천읍 추동길 28
1867,사천시,두량6리경로당,"경상남도 사천시 사천읍 원두길 47, 2층"
1868,사천시,동성경로당,경상남도 사천시 사천읍 평화2길 21
1869,사천시,신성아파트경로당,경상남도 사천시 사천읍 운동장길 3-23
1870,사천시,덕진봄아파트경로당,경상남도 사천시 사천읍 옥산로 97
1871,사천시,사천꿈에그린아파트경로당,경상남도 사천시 사천읍 진삼로 1315
1872,사천시,고읍경로당,경상남도 사천시 정동면 고읍길 223
1873,사천시,동계1리경로당,경상남도 사천시 정동면 동계2길 48
1874,사천시,한보2차아파트경로당,경상남도 사천시 정동면 사천강1길 11
1875,사천시,한보빌라경로당,경상남도 사천시 정동면 진삼로 1396-15
1876,사천시,동계5리경로당,경상남도 사천시 정동면 진삼로 1420 
1877,사천시,동계6리경로당,경상남도 사천시 정동면 정동중앙로 7-12 
1878,사천시,한보3차아파트경로당,경상남도 사천시 정동면 진삼로 1386 
1879,사천시,청구아파트경로당,경상남도 사천시 정동면 읍동길 27 
1880,사천시,예수경로당,경상남도 사천시 정동면 사천강2길 148
1881,사천시,반룡경로당,경상남도 사천시 정동면 반룡1길 205-7
1882,사천시,화암경로당,경상남도 사천시 정동면 화암길 173-6
