연번,시군명,시설명,주소,분회명,회원수,운영형태
1343,진주시,오미이주경로당,진주시 진주대로2143번길 2-15,명석면,40,남여혼합
1344,진주시,시목경로당,진주시 진주대로2122번길 7-3,명석면,37,남여혼합
1345,진주시,가화경로당,진주시 가화로 393,명석면,35,남여혼합
1346,진주시,서현경로당,진주시 가화로 605,명석면,16,남여혼합
1347,진주시,용산경로당,진주시 진주대로1859번길 5,명석면,60,남여혼합
1348,진주시,조비경로당,진주시 진주대로1706번길 23,명석면,22,남여혼합
1349,진주시,비실경로당,진주시 진주대로1706번길 153,명석면,39,남여혼합
1350,진주시,우수경로당,진주시 진주대로1807번길 17,명석면,29,남여혼합
1351,진주시,우수새마을경로당,진주시 판문로575번길 26,명석면,45,남여혼합
1352,진주시,나불경로당,진주시 나불로 277-9,명석면,54,남여혼합
1353,진주시,동신A경로당,진주시 광제산로11-21,명석면,73,남여혼합
1354,진주시,대평경로당,진주시 대평면 한들길42번길 15 ,대평면,145,남여혼합
1355,진주시,어은경로당,진주시 대평면 한들길 42번길 5 ,대평면,56,남여혼합
1356,진주시,하촌경로당,진주시 대평면 호반로 975-34 ,이반성,63,남여혼합
1357,진주시,사평경로당,진주시 대평면 호반로 789-15 ,대평면,44,남여혼합
1358,진주시,당촌경로당,진주시 대평면 호반로 736 ,대평면,20,남여혼합
1359,진주시,내촌경로당,진주시 대평면 호반로486번길 21 ,진성면,53,남여혼합
1360,진주시,신풍경로당,진주시 대평면 신풍길 201 ,대평면,19,남여혼합
1361,진주시,자매경로당,진주시 수곡면 사곡로 699 ,수곡면,40,남여혼합
1362,진주시,월계경로당,진주시 수곡면 곤수로1407번길 40 ,수곡면,23,남여혼합
1363,진주시,대우경로당,진주시 수곡면 사곡로489번길 17 ,수곡면,39,남여혼합
1364,진주시,대각경로당,진주시 수곡면 곤수로 1254 ,수곡면,41,남여혼합
1365,진주시,사곡경로당,진주시 수곡면 사곡로128번길 20 ,진성면,24,남여혼합
1366,진주시,덕곡경로당,진주시 수곡면 사곡로90번길 11 ,대곡면,57,남여혼합
1367,진주시,구태경로당,진주시 수곡면 사곡로213번길 42 ,수곡면,19,남여혼합
1368,진주시,사방경로당,진주시 수곡면 시묘산길 96 ,수곡면,28,남여혼합
1369,진주시,대천경로당,진주시 수곡면 옥수로 649-1(1층) ,수곡면,75,남여혼합
1370,진주시,금동경로당,진주시 수곡면 옥수로637번길 46 ,수곡면,27,남여혼합
1371,진주시,직금경로당,진주시 수곡면 옥수로555번길 7(1층) ,수곡면,26,남여혼합
1372,진주시,조계경로당,진주시 수곡면 덕천로268번길 16 ,수곡면,41,남여혼합
1373,진주시,창촌경로당,진주시 수곡면 옥수로 461 ,일반성,62,남여혼합
1374,진주시,문정경로당,진주시 수곡면 원창길336번길 8 ,수곡면,44,남여혼합
1375,진주시,효동경로당,진주시 수곡면 곤수로865번길 66 ,수곡면,23,남여혼합
1376,진주시,중전경로당,진주시 수곡면 중전길 192 ,수곡면,29,남여혼합
1377,진주시,요산경로당,진주시 수곡면 곤수로898번길 3 ,수곡면,39,남여혼합
1378,진주시,효남경로당,진주시 수곡면 곤수로 728(1층) ,수곡면,31,남여혼합
1379,진주시,원내경로당,진주시 수곡면 곤수로 599 ,수곡면,63,남여혼합
1380,진주시,원당경로당,진주시 수곡면 곤수로 556 ,문산읍,45,남여혼합
1381,진주시,서촌경로당,진주시 수곡면 원창길4번길 37 ,이반성,36,남여혼합
1382,진주시,원동경로당,진주시 수곡면 곤수로514번길 60 ,일반성,29,남여혼합
1383,진주시,원외경로당,진주시 수곡면 원외길123번길 3 ,수곡면,55,남여혼합
1384,진주시,신촌경로당,진주시 수곡면 원창길 93 ,문산읍,42,남여혼합
1385,진주시,광명경로당,진주시 수곡면 원외길22번길 17 ,수곡면,17,남여혼합
1386,진주시,원계경로당,진주시 수곡면 덕천로504번길 6 ,수곡면,25,남여혼합
1387,진주시,도량경로당,진주시 수곡면 시묘산길 339 ,수곡면,36,남여혼합
1388,진주시,동월경로당,진주시 수곡면 덕천로 574 ,수곡면,39,남여혼합
1389,진주시,천전경로당,진주시 천수로237번길 7-8(망경동) ,망경.강남.칠암.주약동,59,남여혼합
1390,진주시,제일경로당,진주시 망경로295번길 8-1(강남동) ,망경.강남.칠암.주약동,66,남여혼합
1391,진주시,한보타운경로당,"진주시 망경로 234-7,1층(망경동,망경한보A) ",망경.강남.칠암.주약동,73,남여혼합
1392,진주시,강남경로당,진주시 진주대로929번길 10-3(강남동) ,망경.강남.칠암.주약동,31,남여혼합
1393,진주시,동성가든타워경로당,"진주시 진주대로 901,1층(강남동,동성가든타워) ",망경.강남.칠암.주약동,35,남여혼합
1394,진주시,대경강남타운경로당,"진주시 진주대로891번길 16(강남동,대경강남타운) ",망경.강남.칠암.주약동,59,남여혼합
1395,진주시,남가람경로당,진주시 강남로255번길 9-11(칠암동) ,망경.강남.칠암.주약동,38,남여혼합
1396,진주시,주약현대A경로당,"진주시 진주대로815번길 11,1층(주약동,주약현대A) ",망경.강남.칠암.주약동,37,남여혼합
1397,진주시,남부경로당,진주시 강남로177번길 14-6(칠암동) ,망경.강남.칠암.주약동,37,남여혼합
1398,진주시,남강경로당,진주시 동진로49번길 12(칠암동) ,망경.강남.칠암.주약동,45,남여혼합
1399,진주시,칠암경로당,진주시 동진로50번길 9-2(칠암동) ,망경.강남.칠암.주약동,34,남여혼합
1400,진주시,금호석류마을경로당,"진주시 강남로 45(주약동,금호석류마을) ",망경.강남.칠암.주약동,42,남여혼합
1401,진주시,대덕A경로당,"진주시 진주대로942번길 16(칠암동,칠암대덕A) ",망경.강남.칠암.주약동,31,남여혼합
1402,진주시,망경경로당,진주시 봉수대길5번길 3(망경동) ,망경.강남.칠암.주약동,92,남여혼합
1403,진주시,동신A경로당,"진주시 망진산길 32(망경동,망경동신A) ",망경.강남.칠암.주약동,73,남여혼합
1404,진주시,이화A경로당,"진주시 망경남길 31(망경동,이화A) ",망경.강남.칠암.주약동,59,남여혼합
1405,진주시,주경경로당,진주시 천수로 126-3(주약동) ,망경.강남.칠암.주약동,62,남여혼합
1406,진주시,삼환나우빌A경로당,"진주시 진주대로829번길 21(주약동,삼환나우빌) ",망경.강남.칠암.주약동,,
1407,진주시,주동경로당,진주시 진주대로829번길 6-7(주약동) ,망경.강남.칠암.주약동,32,남여혼합
1408,진주시,주약경로당,진주시 주약약골길 25-4(주약동) ,망경.강남.칠암.주약동,57,남여혼합
1409,진주시,한주럭키타운경로당,"진주시 진주대로 859(주약동,한주럭키A) ",망경.강남.칠암.주약동,88,남여혼합
1410,진주시,한주한보타운경로당,"진주시 망경로296번길 17(강남동,한주한보타운) ",망경.강남.칠암.주약동,59,남여혼합
1411,진주시,주약한보은빛마을경로당,"진주시 진주대로 789(주약동,주약한보은빛마을) ",망경.강남.칠암.주약동,54,남여혼합
1412,진주시,진주일동미라주경로당,"진주시 진주대로 891번길 56, 3층 ",망경.강남.칠암.주약동,68,남여혼합
1413,진주시,인사경로당,진주시 진주시 촉석로 70-2 ,인사.중안.봉곡동,57,남여혼합
1414,진주시,서부경로당,진주시 진주시 남강로 629-7 ,인사.중안.봉곡동,50,남여혼합
1415,진주시,남성경로당,진주시 진주시 진양호로428 3-1 ,인사.중안.봉곡동,95,남여혼합
1416,진주시,일심경로당,진주시 진주시 진양호로428 3-1 ,인사.중안.봉곡동,28,남여혼합
1417,진주시,봉곡경로당,진주시 진주시 북장대로60번길 13 ,인사.중안.봉곡동,55,남여혼합
1418,진주시,중안경로당,진주시 진주시 비봉로39번길 2-4 ,인사.중안.봉곡동,56,남여혼합
1419,진주시,오죽경로당,진주시 진주시 북장대로35번길 12 ,인사.중안.봉곡동,62,남여혼합
1420,진주시,옥남경로당,진주시 진양호로625번길 9(옥봉동),장대.봉래.옥봉동,47,남여혼합
1421,진주시,옥수경로당,"진주시  향교로109번길 41-2,2층(옥봉동)",장대.봉래.옥봉동,45,남여혼합
1422,진주시,진주경로당,진주시  옥봉길 19(옥봉동),장대.봉래.옥봉동,68,남여혼합
1423,진주시,남강한주아파트경로당,"진주시  남강로736번길 6-3, 3층 (옥봉동,남강한주타운)",장대.봉래.옥봉동,29,남여혼합
1424,진주시,장대경로당,진주시  장대로20번길 6-7(장대동),장대.봉래.옥봉동,51,남여혼합
1425,진주시,옥봉금산경로당,"진주시  향교로90번길 4,1.2층(옥봉동)",장대.봉래.옥봉동,58,남여혼합
1426,진주시,봉래경로당,진주시  의병로229번길 6-2(봉래동),장대.봉래.옥봉동,108,남여혼합
1427,진주시,수정경로당,진주시  촉석로217번길 16-5(수정동),장대.봉래.옥봉동,70,남여혼합
1428,진주시,대림아파트경로당,"진주시  향교로115번길 10(옥봉동,대림A)",장대.봉래.옥봉동,43,남여혼합
1429,진주시,옥봉LH아파트경로당,"진주시 진산로 20,진주옥봉LH아파트",상봉동,25,남여혼합
1430,진주시,상봉동동경로당,진주시 비봉로 102-5(상봉동) ,상봉동,77,남여혼합
1431,진주시,봉양경로당,진주시 북장대로108번길 4-1(상봉동) ,상봉동,56,남여혼합
1432,진주시,상봉2A경로당,"진주시 진주성로147번길 10(상봉동,상봉2주공A) ",상봉동,36,남여혼합
1433,진주시,못안경로당,진주시 진주성로199번길 11-5(상봉동) ,상봉동,50,남여혼합
1434,진주시,한마음경로당,진주시 진주성로99번길 10-4(상봉동) ,상봉동,40,남여혼합
1435,진주시,상봉한주타운경로당,"진주시 진주대로1208번길 16(상봉동,상봉한주타운) ",상봉동,45,남여혼합
1436,진주시,목련경로당,"진주시 창렬로 129, 2층(상봉동,상봉A) ",상봉동,55,남여혼합
1437,진주시,상봉A경로당,"진주시 창렬로 129, 2층(상봉동,상봉A) ",상봉동,27,남여혼합
1438,진주시,대룡골경로당,진주시 상봉대룡길5번길 12-11(상봉동) ,상봉동,56,남여혼합
1439,진주시,화인A경로당,"진주시 상봉대룡길 18(상봉동,화인A) ",상봉동,33,남여혼합
1440,진주시,푸른마을경로당,"진주시 상봉대룡길 37(상봉동,에스디푸른마을A) ",상봉동,31,남여혼합
1441,진주시,대봉경로당,진주시 북장대로 70번길3 ,상봉동,75,남여혼합
1442,진주시,모덕경로당,진주시 모덕로 64번길 10-3 ,상대동,61,남여혼합
1443,진주시,진광경로당,진주시 선학산길29번길 15-5 ,상대동,31,남여혼합
1444,진주시,상대경로당,진주시 모덕로 129 ,상대동,95,남여혼합
1445,진주시,선학경로당,진주시 모덕로 181번길 7 ,상대동,66,남여혼합
1446,진주시,상대2동경로당,진주시 대신로275번길 16-3 ,상대동,52,남여혼합
1447,진주시,상대한보경로당,진주시 도동천로 120 ,상대동,101,남여혼합
1448,진주시,상대한주그린경로당,진주시 선학산길 48 ,상대동,23,남여혼합
1449,진주시,상대��원경로당,진주시 상대로 59-8 ,상대동,95,남여혼합
1450,진주시,강나루경로당,진주시 동진로102번길 5-4 ,,,
1451,진주시,모자경로당,진주시 모덕로197번길 21 ,하대동,33,남여혼합
1452,진주시,하대본동경로당,진주시 모덕로197번길 6 ,하대동,32,남여혼합
1453,진주시,도동대림아파트경로당,진주시 하대로40번길 4 ,하대동,53,남여혼합
1454,진주시,뒷골경로당,진주시 하대로34번길 18-25 ,하대동,40,남여혼합
1455,진주시,일신아파트경로당,진주시 하대로34번길 10 ,하대동,38,남여혼합
1456,진주시,도동경로당,진주시 모덕로233번길 20 ,진성면,24,남여혼합
1457,진주시,지동경로당,진주시 말티고개로118번길 13 ,하대동,40,남여혼합
1458,진주시,대영아파트경로당,진주시 말티고개로 102-5 ,하대동,24,남여혼합
1459,진주시,한보3차경로당,"진주시 남강로 1399(하대동, 한보3차아파트) ",하대동,26,남여혼합
1460,진주시,하대대림경로당,"진주시 도동천로310(하대동, 하대대림아파트) ",하대동,46,남여혼합
1461,진주시,하대현대경로당,"진주시 하대로 142(하대동, 현대아파트) ",하대동,46,남여혼합
1462,진주시,삼전1차경로당,"진주시 남강로1467(하대동, 삼전1차) ",하대동,32,남여혼합
1463,진주시,하대경로당,진주시 모덕로394번길 11-3 ,하대동,68,남여혼합
1464,진주시,한보타워맨션경로당,"진주시 모덕로306번길 2(하대동, 한보타워맨션) ",하대동,24,남여혼합
1465,진주시,한보힐타워경로당,"진주시 상대로143번길 11-2(하대동, 한보힐타워) ",하대동,26,남여혼합
1466,진주시,상대주공아파트경로당,"진주시 상대로 101, 상가2층(하대동, 상대주공아파트) ",하대동,59,남여혼합
1467,진주시,하대주공아파트경로당,"진주시 상대로 125, 상가2층(하대동, 하대주공아파트) ",하대동,32,남여혼합
1468,진주시,삼전프라자아파트경로당,진주시 도동로 251(하대동) ,하대동,23,남여혼합
1469,진주시,상평동동경로당,진주시 큰들로 184-1(상평동) ,상평동,63,남여혼합
1470,진주시,상평서동경로당,"진주시 남강로1117번길 20,1,2층(상평동) ",상평동,63,남여혼합
1471,진주시,동국제2강변타워경로당,"진주시 돗골로19번길 12,2층(상평동,동국제2강변타워) ",상평동,40,남여혼합
1472,진주시,동국제1강변타워경로당,"진주시 큰들로66번길 12(상평동,동국제1강변타워) ",상평동,35,남여혼합
1473,진주시,상평동일스위트경로당,"진주시 공단로 30(상평동,상평동일스위트) ",상평동,57,남여혼합
1474,진주시,대림A경로당,"진주시 남강로 951(상평동,대림A) ",장대.봉래.옥봉동,43,남여혼합
1475,진주시,진주센트럴자이A경로당,"진주시 도동천로48(상평동,진주센트럴자이A) ",상평동,48,남여혼합
1476,진주시,송림경로당,진주시 솔밭로 76-1(상평동) ,상평동,74,남여혼합
1477,진주시,동신A경로당,"진주시 돗골로117번길 15(상평동,동신A) ",명석면,73,남여혼합
1478,진주시,돗골경로당,진주시 돗골로94번길 17-10 ,상평동,23,남여혼합
1479,진주시,중촌경로당,"진주시 하촌로196번길 19-4,2층(하촌동) ",이반성,36,남여혼합
1480,진주시,하촌경로당,진주시 하촌로96번길 49(하촌동) ,이반성,63,남여혼합
1481,진주시,장재경로당,진주시 진산로 339-2(장재동) ,금곡면,22,남여혼합
1482,진주시,천곡경로당,진주시 장재새미길 21(장재동) ,진성면,43,남여혼합
1483,진주시,초북경로당,진주시 초전북로19번길 5-2(초전동) ,하촌.장재.초전동,88,남여혼합
1484,진주시,초남경로당,"진주시 대신로475번길 7,2층(초전동) ",하촌.장재.초전동,15,남여혼합
1485,진주시,모퉁이마을경로당,진주시 초전남로39번길2(초전동) ,하촌.장재.초전동,24,남여혼합
1486,진주시,일동A경로당,"진주시 초전북로 20(초전동,초전일동A) ",하촌.장재.초전동,52,남여혼합
1487,진주시,초전대림경로당,"진주시 말띠고개로 113(초전동,초전대림A) ",하촌.장재.초전동,27,남여혼합
1488,진주시,청구A경로당,진주시 대신로475번길 16-5(초)(1층) ,하촌.장재.초전동,31,남여혼합
1489,진주시,초전현대A(2단지)경로당,"진주시 초전남로 46(초전동,현대A) ",하촌.장재.초전동,31,남여혼합
1490,진주시,현대A1단지경로당,"진주시 초전남로 60(초전동,현대A) ",신안.평거동,53,남여혼합
1491,진주시,초전흥한A경로당,"진주시 초전남로 30(초전동,초전흥한A) ",하촌.장재.초전동,28,남여혼합
1492,진주시,초전푸르지오1단지경로당,"진주시 초장로14번지 27(초전동,초전푸르지오1단지) ",하촌.장재.초전동,15,남여혼합
1493,진주시,초전푸르지오2단지경로당,"진주시 초장로14번길 29(초전동,초전푸르지오2단지) ",하촌.장재.초전동,51,남여혼합
1494,진주시,해모로루비채4단지경로당,"진주시 초북로 55(초전동,초전해모루루비채4단지) ",하촌.장재.초전동,28,남여혼합
1495,진주시,진주초장엠코타운경로당,"진주시 초북로 77(초전동,진주초장엠코타운더이스턴파크) ",장대.봉래.옥봉동,68,남여혼합
1496,진주시,이지더원경로당,"진주시 초장로120(초전동,이지더원) ",,,
1497,진주시,덕곡경로당,진주시 석갑로142번길 26(신안동) ,대곡면,57,남여혼합
1498,진주시,그린타운경로당,"진주시 석갑로156번길 19(신안동,그린타운) ","신안동,평거동",70,남여혼합
1499,진주시,국제A경로당,"진주시 석갑로 138(신안동,신안국제맨션) ","신안동,평거동",32,남여혼합
1500,진주시,신흥경로당,진주시 석갑로89번길 3-4(신안동) ,대곡면,37,남여혼합
1501,진주시,샛터경로당,"진주시 진양호로239번길 12-10,1층2층(평거동) ","신안동,평거동",44,남여혼합
1502,진주시,평거하우스토리경로당,"진주시 진양호로239번길 13(평거동,평거하우스토리) ","신안동,평거동",32,남여혼합
1503,진주시,한보하이타운경로당,"진주시 순환로553번길 7,3층(평거동,한보하이타운) ","신안동,평거동",48,남여혼합
1504,진주시,평거주공1차A경로당,"진주시 진양호로185번길 7(평거동,주공1차A) ","신안동,평거동",24,남여혼합
1505,진주시,신안주공2차A경로당,"진주시 신안들말길 47(신안동,주공2차A) ","신안동,평거동",29,남성전용
1506,진주시,신안주공2차A할머니경로당,"진주시 신안들말길 47,2층(신안동,주공2차A) ","신안동,평거동",21,여성전용
1507,진주시,신안주공3차A경로당,"진주시 석갑로 58,3층(신안동,주공3차A) ","신안동,평거동",56,남여혼합
1508,진주시,들말대경A경로당,"진주시 석갑로53번길 10(평거동,들말대경A) ","신안동,평거동",27,남여혼합
1509,진주시,들말흥한A경로당,"진주시 석갑로 45(평거동,들말흥한A) ","신안동,평거동",22,남여혼합
1510,진주시,들말한보A경로당,"진주시 평거로39번길 9,2층(평거동,들말한보A) ","신안동,평거동",22,남여혼합
1511,진주시,신안주공1차A경로당,"진주시 신안들말길 17(신안동,주공1차) ","신안동,평거동",34,남여혼합
1512,진주시,휴먼시아3단지경로당,"진주시 새평거로 111(평거동,평거휴먼시아3단지) ","신안동,평거동",34,남여혼합
1513,진주시,대경그린파크경로당,"진주시 순환로573번길 21(평거동,대경그린파크) ","신안동,평거동",54,남여혼합
1514,진주시,엘크루경로당,진주시 새평거로 112 ,"신안동,평거동",26,남여혼합
1515,진주시,숯골경로당,진주시 진주시 석갑로 115-4(신안동),"신안동,평거동",56,남여혼합
1516,진주시,건영아모리움아파트경로당,진주시 진주시 진양호로225번길 13,,,
1517,진주시,신안경로당,진주시 신안로126번길12 ,신안.평거동,56,남여혼합
1518,진주시,천수경로당,진주시 남강로543번길 25-1 ,신안.평거동,47,남여혼합
1519,진주시,현대아파트경로당,진주시 천수로 315 ,신안.평거동,53,남여혼합
1520,진주시,한보타워경로당,진주시 남강로491번길 12 ,신안.평거동,39,남여혼합
1521,진주시,한주파크경로당,진주시 남강로 479 ,신안.평거동,26,남여혼합
1522,진주시,신안1차흥한타운경로당,진주시 진양호로328번길 4 ,신안.평거동,31,남여혼합
1523,진주시,흥한2차아파트경로당,진주시 평거로139번길11-3 ,신안.평거동,27,남여혼합
1524,진주시,평거1차현대아파트경로당,진주시 평거로115번길 5 ,신안.평거동,27,남여혼합
1525,진주시,평거2차현대아파트경로당,진주시 신안들말길 58 ,신안.평거동,29,남여혼합
1526,진주시,녹지경로당,진주시 신안들말길10번길 17-1 ,,,
1527,진주시,유곡경로당,진주시 유곡죽전길 26(유곡동) ,대곡면,50,남여혼합
1528,진주시,유곡한보A경로당,"진주시 진주대로 1278(유곡동,유곡한보A) ",유곡.이현동,83,남여혼합
1529,진주시,버드골경로당,진주시 진주대로1310번길 9(유곡동) ,유곡.이현동,39,남여혼합
1530,진주시,유현경로당,진주시 나불로8번길 48(유곡동) ,유곡.이현동,25,남여혼합
1531,진주시,각한경로당,진주시 나불로100번길 13(유곡동) ,유곡.이현동,34,남여혼합
1532,진주시,나부리경로당,진주시 나불로 178-1(유곡동) ,유곡.이현동,21,남여혼합
1533,진주시,이현북동경로당,진주시 이현두곡길 53-3(이현동) ,유곡.이현동,48,남여혼합
1534,진주시,면호실경로당,진주시 나불로21번길 130(이현동) ,유곡.이현동,30,남여혼합
1535,진주시,이현A경로당,"진주시 서장대로 235(이현동,주공A) ",유곡.이현동,40,남여혼합
1536,진주시,촉석경로당,진주시 평거로264번길 16-1(이현동) ,유곡.이현동,46,남여혼합
1537,진주시,덕산A경로당,"진주시 서장대로178번길 17(이현동,진주덕산A) ",유곡.이현동,31,남여혼합
1538,진주시,이현남동경로당,진주시 숙호산로 58-5(이현동) ,유곡.이현동,112,남여혼합
1539,진주시,이현웰가경로당,"진주시 진주대로 1317(이현동,이현하이클래스웰가) ",유곡.이현동,70,남여혼합
1540,진주시,만물도랑경로당,진주시 평거로284번길 6(이현동) ,유곡.이현동,53,남여혼합
1541,진주시,판문본동경로당,진주시 진양호로143번길 10(평거동) ,,,
1542,진주시,하영무지개경로당,"진주시 진양호로 153(평거동,하영무지개맨션) ",평거.판문동,42,남여혼합
1543,진주시,벽산동신2A경로당,"진주시 진양호로125번길 22-12(평거동,벽산동신A) ",평거.판문동,86,남여혼합
1544,진주시,조라골경로당,"진주시 진양호로125번길 27,평거제1어린이공원내(평거동) ",평거.판문동,25,남여혼합
1545,진주시,하영그린경로당,"진주시 진양호로97번길 8-3(평거동,하영그린맨션) ",평거.판문동,91,남여혼합
1546,진주시,국민주택경로당,"진주시 진양호로97번길 20(평거동,국민주택A) ",평거.판문동,35,남여혼합
1547,진주시,평거한보A경로당,"진주시 진양호로97번길 19-6(평거동,한보타운) ",,,
1548,진주시,판문새동네경로당,진주시 진양호로79번길 12(판문동) ,평거.판문동,64,남여혼합
1549,진주시,판문현대A경로당,"진주시 진양호로51번길 6-7(판문동,현대A) ",평거.판문동,33,남여혼합
1550,진주시,판문남동경로당,진주시 판문로 55(판문동) ,평거.판문동,88,남여혼합
1551,진주시,판문오동경로당,진주시 판문오동길 55-11(판문동) ,평거.판문동,41,남여혼합
1552,진주시,판문샛터경로당,진주시 판문로229번길 11(판문동) ,평거.판문동,44,남여혼합
1553,진주시,상촌복지경로당,진주시 판문로406번길 9-1(판문동) ,평거.판문동,38,남여혼합
1554,진주시,중촌복지경로당,진주시 판문로358번길 4-1(판문동) ,평거.판문동,26,남여혼합
1555,진주시,판문북동경로당,진주시 판문로322번길 4(판문동) ,평거.판문동,23,남여혼합
1556,진주시,평거휴먼시아4단지경로당,"진주시 새평거로 75(평거동,평거휴먼시아4단지) ",평거.판문동,40,남여혼합
1557,진주시,진주평거5단지경로당,"진주시 새평거로 70(평거동,엘에이치5단지) ",평거.판문동,33,남여혼합
1558,진주시,평거엠코경로당,"진주시 새평거로 30, 104동 1충 실버타운(평거동,엠코타운더프라하) ",평거.판문동,60,남여혼합
1559,진주시,더퀸즈웰가아파트경로당,"진주시 새평거로 25(평거동, 더퀸즈웰가@) ",평거.판문동,31,남여혼합
1560,진주시,가호경로당,진주시 진주대로 653 (가좌동) ,가좌.호탄동,31,남여혼합
1561,진주시,주개경로당,진주시 진주대로404번길 20-21(가좌동) ,가좌.호탄동,56,남여혼합
1562,진주시,호탄경로당,진주시 동부로 89(호탄동) ,가좌.호탄동,45,남여혼합
1563,진주시,가좌복지관경로당,"진주시 가호로26, 가좌복지관 내 ",가좌.호탄동,49,남여혼합
1564,진주시,가좌주공아파트경로당,"진주시 가호로26, 가좌동, 가좌2주공A) ",가좌.호탄동,87,남여혼합
1565,진주시,가좌3주공아파트경로당,진주시 진주대로568번길 12 가좌3주공아파트 ,가좌.호탄동,74,남여혼합
1566,진주시,가좌그린빌아파트경로당,진주시 내동로348번길 10 가좌그린빌A ,가좌.호탄동,54,남여혼합
1567,진주시,대경빌라트경로당,진주시 가호로79 대경빌라트 ,가좌.호탄동,67,남여혼합
1568,진주시,대동아파트경로당,진주시 가호로 44번길 7 대동아파트 ,가좌.호탄동,68,남여혼합
1569,진주시,가호에일린의뜰경로당,"진주시 강변길 31(가좌동, 에일린의 뜰) ",가좌.호탄동,58,남여혼합
1570,진주시,가좌올리움아파트경로당,진주시 가호로 17-10 올리움아파트 ,가좌.호탄동,52,남여혼합
1571,진주시,가호동삼성아파트경로당,진주시 동부로43번길 10-13 ,가좌.호탄동,56,남여혼합
1572,진주시,센트럴웰가경로당,진주시 진주역로73번길 33 ,가좌.호탄동,35,남여혼합
1573,진주시,시티프라디움아파트경로당,진주시 진주역로 114 ,가좌.호탄동,,
1574,진주시,진주혁신도시센텀리버파크경로당,"진주시 사들로 157(충무공동,혁신도시LH아파트1단지) ",장대.봉래.옥봉동,68,남여혼합
1575,진주시,혁신도시LH3단지경로당,"진주시 대밭골로91(충무공동, 혁신도시LH아파트 3단지) ",충무공.상대동,34,남여혼합
1576,진주시,진주혁신코오롱하늘채경로당,"진주시 사들로 126(충무공동,혁신도시LH아파트4단지) ",장대.봉래.옥봉동,68,남여혼합
1577,진주시,경남혁신도시LH5단지경로당,"진주시 충의로 67(충무공동,혁신도시LH아파트 5단지) ",,,
1578,진주시,혁신도시LH8단지경로당,"진주시 충의로 67(충무공동,혁신도시LH아파트 8단지) ",충무공.상대동,32,남여혼합
1579,진주시,엔에이치에프10단지경로당,"진주시 에나로228번길 10(충무공동, 혁신도시엔에이치에프10단지) ",상평동,23,남여혼합
1580,진주시,한림풀에버아파트경로당,"진주시 소호로 39(충무공동, 한림풀에버A) ",충무공.상대동,47,남여혼합
1581,진주시,진주포레스트부영아파트경로당,"진주시 영천강로 60(충무공동,진주포레스트부영아파트) ",상평동,29,남여혼합
1582,진주시,칠암한주경로당,진주시 강남로 101,망경.강남.칠암.주약동,,
1583,진주시,개양경로당,진주시 가좌길74번길 9,가좌.호탄동,,
1584,진주시,스카이시티프라디움경로당,진주시 개양로 100,가좌.호탄동,,
1585,진주시,프리미어웰가아파트경로당,"진주시 개양로67, 109동",가좌.호탄동,,
1586,진주시,신진주라비에데시앙아파트경로당,"진주시 개양로 145(가좌동, 신진주라비에데시앙아파트)",가좌.호탄동,,
1587,진주시,신진주역세권우미린더시그니처아파트경로당,"진주시 진주역로 55(가좌동, 신진주역세권 우미린 더 시그니처)",가좌.호탄동,,
1588,진주시,혁신도시중흥에스-클래스더퍼스트아파트경로당,"진주시 충의로 146(충무공동, 혁신도시중흥에스-클래스더퍼스트)",가좌.호탄동,,
